S_CITY,E_CITY,COUPON,NEW,VACATION,SW,HI,S_INCOME,E_INCOME,S_POP,E_POP,SLOT,GATE,DISTANCE,PAX,FARE
Phoenix             AZ,St Louis            MO,1.0700000524520874,3,No,Yes,3503.219970703125,23025,25824,2753373,2549844,Free,Free,1272,5830,137.1999969482422
New York/Newark     NY,Syracuse            NY,1.0,3,No,No,2806.919921875,32991,22069,8621121,743633,Controlled,Free,199,5275,120.83999633789062
New York/Newark     NY,Syracuse            NY,1.0,3,No,No,2806.919921875,32991,22069,8621121,743633,Controlled,Free,199,5275,120.83999633789062
New York/Newark     NY,Syracuse            NY,1.0,3,No,No,2806.919921875,32991,22069,8621121,743633,Free,Constrained,199,5275,120.83999633789062
Orlando             FL,Syracuse            NY,1.5499999523162842,3,Yes,No,3503.110107421875,22360,22069,1421287,743633,Free,Free,1054,3861,119.9000015258789
Miami               FL,Tallahassee         FL,1.0399999618530273,3,Yes,No,3375.3701171875,21207,21002,2105604,258019,Free,Free,399,2789,105.44999694824219
Atlanta             GA,Tampa               FL,1.0099999904632568,3,Yes,No,4891.83984375,26993,23654,3532657,2195215,Free,Free,414,17437,87.3499984741211
Boston              MA,Tampa               FL,1.2699999809265137,3,Yes,No,2982.6201171875,30124,23654,5787293,2195215,Free,Free,1183,10673,124.81999969482422
Chicago             IL,Tampa               FL,1.1399999856948853,3,Yes,Yes,2260.169921875,29260,23654,7830332,2195215,Controlled,Free,1008,17160,127.05999755859375
Chicago             IL,Tampa               FL,1.1399999856948853,3,Yes,Yes,2260.169921875,29260,23654,7830332,2195215,Free,Free,1008,17160,127.05999755859375
Columbus            OH,Tampa               FL,1.5499999523162842,3,Yes,Yes,2553.169921875,24502,23654,125722,2195215,Free,Free,834,4587,106.6500015258789
Dallas/Fort Worth   TX,Tampa               FL,1.1299999952316284,3,Yes,No,5565.5400390625,28637,23654,3036732,2195215,Free,Free,936,5196,200.69000244140625
Detroit             MI,Tampa               FL,1.1699999570846558,3,Yes,No,4984.080078125,26506,23654,4459144,2195215,Free,Constrained,994,10640,107.51000213623047
Fort Lauderdale     FL,Tampa               FL,1.0,3,Yes,Yes,3692.280029296875,26752,23654,1440377,2195215,Free,Free,187,13264,46.31999969482422
Hartford            CT,Tampa               FL,1.440000057220459,3,Yes,No,4633.509765625,30268,23654,1106780,2195215,Free,Free,1108,4410,125.25
Las Vegas           NV,Tampa               FL,1.6699999570846558,3,Yes,Yes,2238.080078125,24575,23654,1197234,2195215,Free,Free,1989,3905,128.97000122070312
Los Angeles         CA,Tampa               FL,1.6100000143051147,3,Yes,No,3873.0,24706,23654,9056076,2195215,Free,Free,2164,4065,224.2100067138672
Miami               FL,Tampa               FL,1.0,3,Yes,No,5791.77978515625,21207,23654,2105604,2195215,Free,Free,194,7464,85.62000274658203
New York/Newark     NY,Tampa               FL,1.100000023841858,3,Yes,No,2422.97998046875,32991,23654,8621121,2195215,Controlled,Free,1009,27103,123.88999938964844
New York/Newark     NY,Tampa               FL,1.100000023841858,3,Yes,No,2422.97998046875,32991,23654,8621121,2195215,Controlled,Free,1009,27103,123.88999938964844
New York/Newark     NY,Tampa               FL,1.100000023841858,0,Yes,No,2422.97998046875,32991,23654,8621121,2195215,Free,Constrained,1009,27103,123.88999938964844
Philadelphia/Camden PA,Tampa               FL,1.149999976158142,3,Yes,No,6172.240234375,27994,23654,4948339,2195215,Free,Free,932,8064,122.98999786376953
Pittsburgh          PA,Tampa               FL,1.2899999618530273,3,Yes,No,7105.009765625,25054,23654,2374260,2195215,Free,Constrained,874,4715,119.83999633789062
St Louis            MO,Tampa               FL,1.190000057220459,3,Yes,Yes,4136.6298828125,25824,23654,2549844,2195215,Free,Free,865,4749,135.75999450683594
Las Vegas           NV,Tucson              AZ,1.100000023841858,3,Yes,Yes,3552.110107421875,24575,20375,1197234,766956,Free,Free,357,5658,49.77000045776367
Los Angeles         CA,Tucson              AZ,1.0499999523162842,1,No,Yes,3098.739990234375,24706,20375,9056076,766956,Free,Free,447,12808,49.02000045776367
San Diego           CA,Tucson              AZ,1.1699999570846558,3,No,Yes,6167.0,23903,20375,2673620,766956,Free,Free,358,4307,54.959999084472656
Dallas/Fort Worth   TX,Tulsa               OK,1.0,3,No,Yes,4601.9599609375,28637,22956,3036732,754013,Free,Free,239,11479,64.97000122070312
Houston             TX,Tulsa               OK,1.0700000524520874,3,No,Yes,4959.2099609375,27211,22956,3770125,754013,Free,Free,444,7782,100.36000061035156
Albuquerque         NM,Washington          DC,1.8899999856948853,3,No,No,2225.739990234375,22089,31981,668159,4549784,Free,Free,1643,3740,215.57000732421875
Albuquerque         NM,Washington          DC,1.8899999856948853,3,No,No,2225.739990234375,22089,31981,668159,4549784,Controlled,Free,1643,3740,215.57000732421875
Atlanta             GA,Washington          DC,1.1200000047683716,3,No,No,6334.02978515625,26993,31981,3532657,4549784,Free,Free,539,23531,166.6699981689453
Atlanta             GA,Washington          DC,1.1200000047683716,3,No,No,6334.02978515625,26993,31981,3532657,4549784,Controlled,Free,539,23531,166.6699981689453
Boston              MA,Washington          DC,1.0399999618530273,3,No,No,5483.2900390625,30124,31981,5787293,4549784,Free,Free,400,37715,132.7899932861328
Boston              MA,Washington          DC,1.0399999618530273,3,No,No,5483.2900390625,30124,31981,5787293,4549784,Controlled,Free,400,37715,132.7899932861328
Chicago             IL,Washington          DC,1.090000033378601,3,No,No,5560.72998046875,29260,31981,7830332,4549784,Controlled,Free,591,27713,145.61000061035156
Chicago             IL,Washington          DC,1.090000033378601,3,No,No,5560.72998046875,29260,31981,7830332,4549784,Controlled,Free,591,27713,145.61000061035156
Chicago             IL,Washington          DC,1.090000033378601,3,No,No,5560.72998046875,29260,31981,7830332,4549784,Free,Free,591,27713,145.61000061035156
Chicago             IL,Washington          DC,1.090000033378601,3,No,No,5560.72998046875,29260,31981,7830332,4549784,Controlled,Free,591,27713,145.61000061035156
Columbus            OH,Washington          DC,1.0700000524520874,3,No,No,3289.860107421875,24502,31981,125722,4549784,Free,Free,310,6583,100.94999694824219
Columbus            OH,Washington          DC,1.0700000524520874,3,No,No,3289.860107421875,24502,31981,125722,4549784,Controlled,Free,310,6583,100.94999694824219
Dallas/Fort Worth   TX,Washington          DC,1.159999966621399,3,No,No,6460.83984375,28637,31981,3036732,4549784,Free,Free,1185,14398,256.8599853515625
Dallas/Fort Worth   TX,Washington          DC,1.159999966621399,3,No,No,6460.83984375,28637,31981,3036732,4549784,Controlled,Free,1185,14398,256.8599853515625
Denver              CO,Washington          DC,1.3300000429153442,3,No,No,7046.97998046875,29055,31981,1862106,4549784,Free,Free,1470,12410,240.47999572753906
Denver              CO,Washington          DC,1.3300000429153442,3,No,No,7046.97998046875,29055,31981,1862106,4549784,Controlled,Free,1470,12410,240.47999572753906
Detroit             MI,Washington          DC,1.0800000429153442,3,No,No,8369.8798828125,26506,31981,4459144,4549784,Free,Constrained,391,7833,205.9600067138672
Detroit             MI,Washington          DC,1.0800000429153442,3,No,No,8369.8798828125,26506,31981,4459144,4549784,Controlled,Constrained,391,7833,205.9600067138672
Fort Lauderdale     FL,Washington          DC,1.309999942779541,3,Yes,No,5433.169921875,26752,31981,1440377,4549784,Free,Free,896,5935,127.66999816894531
Fort Lauderdale     FL,Washington          DC,1.309999942779541,3,Yes,No,5433.169921875,26752,31981,1440377,4549784,Controlled,Free,896,5935,127.66999816894531
Hartford            CT,Washington          DC,1.0399999618530273,0,No,No,5796.3798828125,30268,31981,1106780,4549784,Free,Free,315,7688,117.3499984741211
Hartford            CT,Washington          DC,1.0399999618530273,3,No,No,5796.3798828125,30268,31981,1106780,4549784,Controlled,Free,315,7688,117.3499984741211
Houston             TX,Washington          DC,1.3600000143051147,3,No,No,4641.259765625,27211,31981,3770125,4549784,Free,Free,1213,4708,297.20001220703125
Houston             TX,Washington          DC,1.3600000143051147,3,No,No,4641.259765625,27211,31981,3770125,4549784,Controlled,Free,1213,4708,297.20001220703125
Kansas City         MO,Washington          DC,1.4199999570846558,3,No,No,4221.56005859375,25450,31981,1694803,4549784,Free,Free,935,5252,182.55999755859375
Kansas City         MO,Washington          DC,1.4199999570846558,3,No,No,4221.56005859375,25450,31981,1694803,4549784,Controlled,Free,935,5252,182.55999755859375
Los Angeles         CA,Washington          DC,1.3300000429153442,3,No,No,3680.60009765625,24706,31981,9056076,4549784,Free,Free,2300,20007,303.82000732421875
Los Angeles         CA,Washington          DC,1.3300000429153442,3,No,No,3680.60009765625,24706,31981,9056076,4549784,Controlled,Free,2300,20007,303.82000732421875
Miami               FL,Washington          DC,1.149999976158142,3,Yes,No,5121.240234375,21207,31981,2105604,4549784,Free,Free,924,9176,147.8000030517578
Miami               FL,Washington          DC,1.149999976158142,3,Yes,No,5121.240234375,21207,31981,2105604,4549784,Controlled,Free,924,9176,147.8000030517578
Minneapolis/St Paul MN,Washington          DC,1.190000057220459,3,No,No,7968.6298828125,28739,31981,2761118,4549784,Free,Constrained,916,8215,235.10000610351562
Minneapolis/St Paul MN,Washington          DC,1.190000057220459,3,No,No,7968.6298828125,28739,31981,2761118,4549784,Controlled,Constrained,916,8215,235.10000610351562
New Orleans         LA,Washington          DC,1.4600000381469727,3,No,No,2946.22998046875,22038,31981,1308499,4549784,Free,Free,956,6208,164.3000030517578
New Orleans         LA,Washington          DC,1.4600000381469727,3,No,No,2946.22998046875,22038,31981,1308499,4549784,Controlled,Free,956,6208,164.3000030517578
New York/Newark     NY,Washington          DC,1.0,3,No,No,2487.889892578125,32991,31981,8621121,4549784,Controlled,Free,217,63690,114.3499984741211
New York/Newark     NY,Washington          DC,1.0,3,No,No,2487.889892578125,32991,31981,8621121,4549784,Controlled,Free,217,63690,114.3499984741211
New York/Newark     NY,Washington          DC,1.0,1,No,No,2487.889892578125,32991,31981,8621121,4549784,Controlled,Free,217,63690,114.3499984741211
New York/Newark     NY,Washington          DC,1.0,3,No,No,2487.889892578125,32991,31981,8621121,4549784,Controlled,Free,217,63690,114.3499984741211
New York/Newark     NY,Washington          DC,1.0,3,No,No,2487.889892578125,32991,31981,8621121,4549784,Free,Constrained,217,63690,114.3499984741211
New York/Newark     NY,Washington          DC,1.0,3,No,No,2487.889892578125,32991,31981,8621121,4549784,Controlled,Constrained,217,63690,114.3499984741211
Orlando             FL,Washington          DC,1.149999976158142,1,Yes,No,3081.340087890625,22360,31981,1421287,4549784,Free,Free,760,14683,125.80000305175781
Orlando             FL,Washington          DC,1.149999976158142,3,Yes,No,3081.340087890625,22360,31981,1421287,4549784,Controlled,Free,760,14683,125.80000305175781
Phoenix             AZ,Washington          DC,1.5800000429153442,3,No,No,2295.22998046875,23025,31981,2753373,4549784,Free,Free,1970,5190,279.8299865722656
Phoenix             AZ,Washington          DC,1.5800000429153442,3,No,No,2295.22998046875,23025,31981,2753373,4549784,Controlled,Free,1970,5190,279.8299865722656
San Diego           CA,Washington          DC,1.5700000524520874,3,No,No,3329.81005859375,23903,31981,2673620,4549784,Free,Free,2259,6724,273.8299865722656
San Diego           CA,Washington          DC,1.5700000524520874,3,No,No,3329.81005859375,23903,31981,2673620,4549784,Controlled,Free,2259,6724,273.8299865722656
San Francisco       CA,Washington          DC,1.3700000047683716,3,No,No,6865.77001953125,38813,31981,1653017,4549784,Free,Free,2428,17938,347.82000732421875
San Francisco       CA,Washington          DC,1.3700000047683716,3,No,No,6865.77001953125,38813,31981,1653017,4549784,Controlled,Free,2428,17938,347.82000732421875
Seattle/Tacoma      WA,Washington          DC,1.5499999523162842,3,No,No,4358.509765625,30916,31981,2230831,4549784,Free,Free,2317,7614,281.05999755859375
Seattle/Tacoma      WA,Washington          DC,1.5499999523162842,3,No,No,4358.509765625,30916,31981,2230831,4549784,Controlled,Free,2317,7614,281.05999755859375
St Louis            MO,Washington          DC,1.1399999856948853,3,No,No,8117.1201171875,25824,31981,2549844,4549784,Free,Free,699,4957,258.3699951171875
St Louis            MO,Washington          DC,1.1399999856948853,3,No,No,8117.1201171875,25824,31981,2549844,4549784,Controlled,Free,699,4957,258.3699951171875
Tampa               FL,Washington          DC,1.2400000095367432,3,Yes,No,4580.0498046875,23654,31981,2195215,4549784,Free,Free,815,8413,132.94000244140625
Tampa               FL,Washington          DC,1.2400000095367432,3,Yes,No,4580.0498046875,23654,31981,2195215,4549784,Controlled,Free,815,8413,132.94000244140625
Atlanta             GA,West Palm Beach     FL,1.0099999904632568,3,Yes,No,6017.66015625,26993,37375,3532657,991717,Free,Free,546,7788,104.11000061035156
Boston              MA,West Palm Beach     FL,1.3200000524520874,3,Yes,No,4771.66015625,30124,37375,5787293,991717,Free,Free,1193,8170,127.83000183105469
Chicago             IL,West Palm Beach     FL,1.2599999904632568,3,Yes,No,2040.4200439453125,29260,37375,7830332,991717,Controlled,Free,1134,5449,145.52999877929688
Chicago             IL,West Palm Beach     FL,1.2599999904632568,3,Yes,No,2040.4200439453125,29260,37375,7830332,991717,Free,Free,1134,5449,145.52999877929688
Hartford            CT,West Palm Beach     FL,1.3600000143051147,3,Yes,No,3951.550048828125,30268,37375,1106780,991717,Free,Free,1125,5243,130.14999389648438
New York/Newark     NY,West Palm Beach     FL,1.0800000429153442,3,Yes,No,2216.699951171875,32991,37375,8621121,991717,Controlled,Free,1030,34324,129.6300048828125
New York/Newark     NY,West Palm Beach     FL,1.0800000429153442,3,Yes,No,2216.699951171875,32991,37375,8621121,991717,Controlled,Free,1030,34324,129.6300048828125
New York/Newark     NY,West Palm Beach     FL,1.0800000429153442,0,Yes,No,2216.699951171875,32991,37375,8621121,991717,Free,Constrained,1030,34324,129.6300048828125
Philadelphia/Camden PA,West Palm Beach     FL,1.1699999570846558,3,Yes,No,6797.7998046875,27994,37375,4948339,991717,Free,Free,960,6016,124.87000274658203
Washington          DC,West Palm Beach     FL,1.2799999713897705,3,Yes,No,5566.43017578125,31981,37375,4549784,991717,Free,Free,858,4877,129.6199951171875
Washington          DC,West Palm Beach     FL,1.2799999713897705,3,Yes,No,5566.43017578125,31981,37375,4549784,991717,Controlled,Free,858,4877,129.6199951171875
